,Unnamed: 0,Unnamed: 0.1,category,filename,label,shard_iid,shard_non_iid,shape
1224,1224,1337,Common Chickweed,train_256x256x3/Common Chickweed/a04f38d7e.png,3,3,5,"(169, 169, 3)"
1225,1225,1542,Common Chickweed,train_256x256x3/Common Chickweed/fe1092cd5.png,3,1,5,"(363, 363, 3)"
1226,1226,1099,Common Chickweed,train_256x256x3/Common Chickweed/387ad12e8.png,3,4,5,"(177, 177, 3)"
1227,1227,1278,Common Chickweed,train_256x256x3/Common Chickweed/839fad8be.png,3,2,5,"(484, 484, 3)"
1228,1228,1356,Common Chickweed,train_256x256x3/Common Chickweed/a98a9b092.png,3,8,5,"(157, 157, 3)"
1229,1229,962,Common Chickweed,train_256x256x3/Common Chickweed/062f0fec6.png,3,7,5,"(137, 137, 3)"
1230,1230,1506,Common Chickweed,train_256x256x3/Common Chickweed/ed0299f6d.png,3,0,5,"(128, 128, 3)"
1231,1231,1489,Common Chickweed,train_256x256x3/Common Chickweed/e44eed3d0.png,3,3,5,"(97, 97, 3)"
1232,1232,1386,Common Chickweed,train_256x256x3/Common Chickweed/b4e188202.png,3,5,5,"(487, 487, 3)"
1233,1233,1056,Common Chickweed,train_256x256x3/Common Chickweed/27a78683b.png,3,3,5,"(622, 622, 3)"
1234,1234,1269,Common Chickweed,train_256x256x3/Common Chickweed/7ec5a6226.png,3,6,5,"(133, 133, 3)"
1235,1235,996,Common Chickweed,train_256x256x3/Common Chickweed/10c956c81.png,3,0,5,"(155, 155, 3)"
1236,1236,1169,Common Chickweed,train_256x256x3/Common Chickweed/5713630ed.png,3,8,5,"(171, 171, 3)"
1237,1237,944,Common Chickweed,train_256x256x3/Common Chickweed/017a3000a.png,3,7,5,"(403, 403, 3)"
1238,1238,1517,Common Chickweed,train_256x256x3/Common Chickweed/f18f2ca04.png,3,3,5,"(332, 332, 3)"
1239,1239,1097,Common Chickweed,train_256x256x3/Common Chickweed/37cea3ddd.png,3,4,5,"(149, 149, 3)"
1240,1240,1471,Common Chickweed,train_256x256x3/Common Chickweed/dc18969ae.png,3,6,5,"(106, 106, 3)"
1241,1241,1341,Common Chickweed,train_256x256x3/Common Chickweed/a2478ca57.png,3,7,5,"(456, 456, 3)"
1242,1242,1151,Common Chickweed,train_256x256x3/Common Chickweed/4f89e332f.png,3,0,5,"(511, 511, 3)"
1243,1243,1538,Common Chickweed,train_256x256x3/Common Chickweed/fcceab9ee.png,3,3,5,"(172, 172, 3)"
1244,1244,1208,Common Chickweed,train_256x256x3/Common Chickweed/63bbfb907.png,3,8,5,"(106, 106, 3)"
1245,1245,1171,Common Chickweed,train_256x256x3/Common Chickweed/57731eb29.png,3,1,5,"(107, 107, 3)"
1246,1246,984,Common Chickweed,train_256x256x3/Common Chickweed/0c25871d9.png,3,9,5,"(118, 118, 3)"
1247,1247,1550,Common Chickweed,train_256x256x3/Common Chickweed/ffdddcf4e.png,3,9,5,"(270, 270, 3)"
1248,1248,1512,Common Chickweed,train_256x256x3/Common Chickweed/ef9e034f0.png,3,8,5,"(582, 582, 3)"
1249,1249,1354,Common Chickweed,train_256x256x3/Common Chickweed/a8968f15a.png,3,2,5,"(180, 180, 3)"
1250,1250,1243,Common Chickweed,train_256x256x3/Common Chickweed/7723b22fe.png,3,9,5,"(112, 112, 3)"
1251,1251,1507,Common Chickweed,train_256x256x3/Common Chickweed/eddaf3d47.png,3,2,5,"(75, 75, 3)"
1252,1252,1047,Common Chickweed,train_256x256x3/Common Chickweed/2241265bb.png,3,1,5,"(148, 148, 3)"
1253,1253,1084,Common Chickweed,train_256x256x3/Common Chickweed/31b2aa8b5.png,3,1,5,"(81, 81, 3)"
1254,1254,1390,Common Chickweed,train_256x256x3/Common Chickweed/b953bb136.png,3,4,5,"(397, 397, 3)"
1255,1255,940,Common Chickweed,train_256x256x3/Common Chickweed/00b6eee9f.png,3,9,5,"(106, 106, 3)"
1256,1256,1534,Common Chickweed,train_256x256x3/Common Chickweed/f956911a6.png,3,2,5,"(141, 141, 3)"
1257,1257,971,Common Chickweed,train_256x256x3/Common Chickweed/09202a9a6.png,3,0,5,"(159, 159, 3)"
1258,1258,1034,Common Chickweed,train_256x256x3/Common Chickweed/1c05c26a1.png,3,7,5,"(97, 97, 3)"
1259,1259,1108,Common Chickweed,train_256x256x3/Common Chickweed/3ea21cf79.png,3,1,5,"(403, 403, 3)"
1260,1260,1201,Common Chickweed,train_256x256x3/Common Chickweed/61e613144.png,3,2,5,"(174, 174, 3)"
1261,1261,941,Common Chickweed,train_256x256x3/Common Chickweed/00ba5f88a.png,3,1,5,"(83, 83, 3)"
1262,1262,1217,Common Chickweed,train_256x256x3/Common Chickweed/672982f1f.png,3,8,5,"(463, 463, 3)"
1263,1263,958,Common Chickweed,train_256x256x3/Common Chickweed/05675900a.png,3,8,5,"(367, 367, 3)"
1264,1264,1185,Common Chickweed,train_256x256x3/Common Chickweed/5c82a988b.png,3,6,5,"(177, 177, 3)"
1265,1265,1348,Common Chickweed,train_256x256x3/Common Chickweed/a6c251d63.png,3,7,5,"(475, 475, 3)"
1266,1266,1479,Common Chickweed,train_256x256x3/Common Chickweed/e00df1f35.png,3,5,5,"(67, 67, 3)"
1267,1267,1498,Common Chickweed,train_256x256x3/Common Chickweed/ea395710d.png,3,7,5,"(101, 101, 3)"
1268,1268,1414,Common Chickweed,train_256x256x3/Common Chickweed/c16801386.png,3,0,5,"(465, 465, 3)"
1269,1269,1320,Common Chickweed,train_256x256x3/Common Chickweed/985eb4e09.png,3,3,5,"(132, 132, 3)"
1270,1270,1085,Common Chickweed,train_256x256x3/Common Chickweed/32077f532.png,3,9,5,"(86, 86, 3)"
1271,1271,950,Common Chickweed,train_256x256x3/Common Chickweed/0331a0d41.png,3,1,5,"(118, 118, 3)"
1272,1272,1080,Common Chickweed,train_256x256x3/Common Chickweed/303835197.png,3,0,5,"(142, 142, 3)"
1273,1273,1522,Common Chickweed,train_256x256x3/Common Chickweed/f2806a6a2.png,3,7,5,"(141, 141, 3)"
1274,1274,1289,Common Chickweed,train_256x256x3/Common Chickweed/88314d63e.png,3,3,5,"(446, 446, 3)"
1275,1275,1510,Common Chickweed,train_256x256x3/Common Chickweed/eebe14887.png,3,7,5,"(167, 167, 3)"
1276,1276,1207,Common Chickweed,train_256x256x3/Common Chickweed/63bb36f63.png,3,4,5,"(132, 132, 3)"
1277,1277,1093,Common Chickweed,train_256x256x3/Common Chickweed/3777e7b53.png,3,7,5,"(95, 95, 3)"
1278,1278,1028,Common Chickweed,train_256x256x3/Common Chickweed/1a4f7a1e1.png,3,1,5,"(151, 151, 3)"
1279,1279,1410,Common Chickweed,train_256x256x3/Common Chickweed/bfa5d2e2f.png,3,9,5,"(89, 89, 3)"
1280,1280,1152,Common Chickweed,train_256x256x3/Common Chickweed/4f9359d80.png,3,3,5,"(106, 106, 3)"
1281,1281,1395,Common Chickweed,train_256x256x3/Common Chickweed/bb7ac7386.png,3,0,5,"(295, 295, 3)"
1282,1282,1543,Common Chickweed,train_256x256x3/Common Chickweed/fe7373785.png,3,7,5,"(189, 189, 3)"
1283,1283,1286,Common Chickweed,train_256x256x3/Common Chickweed/8594bb8c9.png,3,4,5,"(97, 97, 3)"
1284,1284,1480,Common Chickweed,train_256x256x3/Common Chickweed/e18f7124b.png,3,6,5,"(110, 110, 3)"
1285,1285,1293,Common Chickweed,train_256x256x3/Common Chickweed/892382b05.png,3,4,5,"(489, 489, 3)"
1286,1286,1137,Common Chickweed,train_256x256x3/Common Chickweed/4c7ef6d25.png,3,2,5,"(275, 275, 3)"
1287,1287,1138,Common Chickweed,train_256x256x3/Common Chickweed/4cc8e1334.png,3,0,5,"(398, 398, 3)"
1288,1288,1436,Common Chickweed,train_256x256x3/Common Chickweed/cae5588d0.png,3,0,5,"(81, 81, 3)"
1289,1289,1103,Common Chickweed,train_256x256x3/Common Chickweed/3a8202693.png,3,6,5,"(137, 137, 3)"
1290,1290,1468,Common Chickweed,train_256x256x3/Common Chickweed/d974f1537.png,3,4,5,"(144, 144, 3)"
1291,1291,1439,Common Chickweed,train_256x256x3/Common Chickweed/cb64ce021.png,3,6,5,"(94, 94, 3)"
1292,1292,1349,Common Chickweed,train_256x256x3/Common Chickweed/a6d54c45c.png,3,0,5,"(117, 117, 3)"
1293,1293,1299,Common Chickweed,train_256x256x3/Common Chickweed/8b9cc2752.png,3,8,5,"(115, 115, 3)"
1294,1294,1118,Common Chickweed,train_256x256x3/Common Chickweed/422cf9f7d.png,3,6,5,"(171, 171, 3)"
1295,1295,1280,Common Chickweed,train_256x256x3/Common Chickweed/8422af10c.png,3,9,5,"(150, 150, 3)"
1296,1296,1310,Common Chickweed,train_256x256x3/Common Chickweed/92bd3b2b7.png,3,0,5,"(410, 410, 3)"
1297,1297,1244,Common Chickweed,train_256x256x3/Common Chickweed/774bf7020.png,3,0,5,"(119, 119, 3)"
1298,1298,1192,Common Chickweed,train_256x256x3/Common Chickweed/5f2d126eb.png,3,0,5,"(298, 298, 3)"
1299,1299,1086,Common Chickweed,train_256x256x3/Common Chickweed/326192149.png,3,7,5,"(98, 98, 3)"
1300,1300,1107,Common Chickweed,train_256x256x3/Common Chickweed/3e85b8e5c.png,3,6,5,"(148, 148, 3)"
1301,1301,1400,Common Chickweed,train_256x256x3/Common Chickweed/bcf088ff7.png,3,9,5,"(191, 191, 3)"
1302,1302,1547,Common Chickweed,train_256x256x3/Common Chickweed/fefaeec6d.png,3,1,5,"(441, 441, 3)"
1303,1303,1358,Common Chickweed,train_256x256x3/Common Chickweed/a9e3465f8.png,3,8,5,"(99, 99, 3)"
1304,1304,1477,Common Chickweed,train_256x256x3/Common Chickweed/dfa83c1d5.png,3,5,5,"(88, 88, 3)"
1305,1305,1246,Common Chickweed,train_256x256x3/Common Chickweed/77b53a29c.png,3,5,5,"(100, 100, 3)"
1306,1306,1174,Common Chickweed,train_256x256x3/Common Chickweed/57eaf2687.png,3,5,5,"(148, 148, 3)"
1307,1307,1053,Common Chickweed,train_256x256x3/Common Chickweed/24a0d8df6.png,3,4,5,"(118, 118, 3)"
1308,1308,1015,Common Chickweed,train_256x256x3/Common Chickweed/168b7d0ec.png,3,8,5,"(124, 124, 3)"
1309,1309,1178,Common Chickweed,train_256x256x3/Common Chickweed/593e2f0e9.png,3,6,5,"(595, 595, 3)"
1310,1310,1427,Common Chickweed,train_256x256x3/Common Chickweed/c6f9ba1cd.png,3,2,5,"(172, 172, 3)"
1311,1311,1590,Common wheat,train_256x256x3/Common wheat/2c4813e68.png,4,4,5,"(739, 739, 3)"
1312,1312,1578,Common wheat,train_256x256x3/Common wheat/1a6add1b0.png,4,3,5,"(472, 472, 3)"
1313,1313,1771,Common wheat,train_256x256x3/Common wheat/fe8affe51.png,4,0,5,"(523, 523, 3)"
1314,1314,1684,Common wheat,train_256x256x3/Common wheat/9bcfd14d6.png,4,9,5,"(124, 124, 3)"
1315,1315,1668,Common wheat,train_256x256x3/Common wheat/8b6ab9181.png,4,7,5,"(647, 647, 3)"
1316,1316,1556,Common wheat,train_256x256x3/Common wheat/096ec46ec.png,4,0,5,"(461, 461, 3)"
1317,1317,1570,Common wheat,train_256x256x3/Common wheat/1478bcfcd.png,4,0,5,"(83, 83, 3)"
1318,1318,1690,Common wheat,train_256x256x3/Common wheat/a04fbc0cd.png,4,1,5,"(144, 144, 3)"
1319,1319,1698,Common wheat,train_256x256x3/Common wheat/a5c14c01a.png,4,2,5,"(455, 455, 3)"
1320,1320,1735,Common wheat,train_256x256x3/Common wheat/caf1f8700.png,4,9,5,"(435, 435, 3)"
1321,1321,1654,Common wheat,train_256x256x3/Common wheat/792c9887d.png,4,7,5,"(622, 622, 3)"
1322,1322,1555,Common wheat,train_256x256x3/Common wheat/060e8f499.png,4,8,5,"(88, 88, 3)"
1323,1323,1725,Common wheat,train_256x256x3/Common wheat/c643a424f.png,4,5,5,"(115, 115, 3)"
1324,1324,1732,Common wheat,train_256x256x3/Common wheat/ca5707e7b.png,4,4,5,"(61, 61, 3)"
1325,1325,1768,Common wheat,train_256x256x3/Common wheat/fc387c3ba.png,4,6,5,"(401, 401, 3)"
1326,1326,1721,Common wheat,train_256x256x3/Common wheat/be161df32.png,4,7,5,"(71, 71, 3)"
1327,1327,1766,Common wheat,train_256x256x3/Common wheat/f83183d25.png,4,8,5,"(612, 612, 3)"
1328,1328,1609,Common wheat,train_256x256x3/Common wheat/43795dcec.png,4,3,5,"(435, 435, 3)"
1329,1329,1682,Common wheat,train_256x256x3/Common wheat/9933db289.png,4,2,5,"(114, 114, 3)"
1330,1330,1765,Common wheat,train_256x256x3/Common wheat/f77095d24.png,4,2,5,"(77, 77, 3)"
1331,1331,1737,Common wheat,train_256x256x3/Common wheat/ccc61dee9.png,4,1,5,"(109, 109, 3)"
1332,1332,1658,Common wheat,train_256x256x3/Common wheat/7d87648c2.png,4,0,5,"(785, 785, 3)"
1333,1333,1722,Common wheat,train_256x256x3/Common wheat/c01e07e65.png,4,3,5,"(73, 73, 3)"
1334,1334,1719,Common wheat,train_256x256x3/Common wheat/b8525b55d.png,4,4,5,"(146, 146, 3)"
1335,1335,1667,Common wheat,train_256x256x3/Common wheat/898f2827c.png,4,6,5,"(1114, 1114, 3)"
1336,1336,1553,Common wheat,train_256x256x3/Common wheat/0382d0faf.png,4,1,5,"(739, 739, 3)"
1337,1337,1706,Common wheat,train_256x256x3/Common wheat/aabd29f32.png,4,9,5,"(520, 520, 3)"
1338,1338,1679,Common wheat,train_256x256x3/Common wheat/975d39600.png,4,4,5,"(77, 77, 3)"
1339,1339,1604,Common wheat,train_256x256x3/Common wheat/3e23bc37c.png,4,2,5,"(567, 567, 3)"
1340,1340,1648,Common wheat,train_256x256x3/Common wheat/72cccd8cc.png,4,7,5,"(710, 710, 3)"
1341,1341,1713,Common wheat,train_256x256x3/Common wheat/b2dbd97fe.png,4,3,5,"(166, 166, 3)"
1342,1342,1615,Common wheat,train_256x256x3/Common wheat/4954fcb0d.png,4,2,5,"(176, 176, 3)"
1343,1343,1770,Common wheat,train_256x256x3/Common wheat/fd0e54fc5.png,4,0,5,"(64, 64, 3)"
1344,1344,1628,Common wheat,train_256x256x3/Common wheat/5a8ba1976.png,4,7,5,"(989, 989, 3)"
1345,1345,1647,Common wheat,train_256x256x3/Common wheat/725b54918.png,4,3,5,"(679, 679, 3)"
1346,1346,1723,Common wheat,train_256x256x3/Common wheat/c48b788a4.png,4,0,5,"(119, 119, 3)"
1347,1347,1731,Common wheat,train_256x256x3/Common wheat/c97e74bd0.png,4,5,5,"(97, 97, 3)"
1348,1348,1729,Common wheat,train_256x256x3/Common wheat/c9115289b.png,4,9,5,"(60, 60, 3)"
1349,1349,1593,Common wheat,train_256x256x3/Common wheat/2eb324e28.png,4,6,5,"(1126, 1126, 3)"
1350,1350,1598,Common wheat,train_256x256x3/Common wheat/373a8d06b.png,4,9,5,"(699, 699, 3)"
1351,1351,1709,Common wheat,train_256x256x3/Common wheat/ac564c384.png,4,0,5,"(453, 453, 3)"
1352,1352,1655,Common wheat,train_256x256x3/Common wheat/79f70b2d7.png,4,0,5,"(932, 932, 3)"
1353,1353,1703,Common wheat,train_256x256x3/Common wheat/a86689d83.png,4,7,5,"(1065, 1065, 3)"
1354,1354,1662,Common wheat,train_256x256x3/Common wheat/828b49c19.png,4,9,5,"(356, 356, 3)"
1355,1355,1596,Common wheat,train_256x256x3/Common wheat/33870e597.png,4,8,5,"(668, 668, 3)"
1356,1356,1754,Common wheat,train_256x256x3/Common wheat/e73947cd6.png,4,8,5,"(502, 502, 3)"
1357,1357,1673,Common wheat,train_256x256x3/Common wheat/926be1c1b.png,4,8,5,"(968, 968, 3)"
1358,1358,1680,Common wheat,train_256x256x3/Common wheat/98756045d.png,4,7,5,"(1000, 1000, 3)"
1359,1359,1702,Common wheat,train_256x256x3/Common wheat/a8409b0a0.png,4,1,5,"(99, 99, 3)"
1360,1360,1608,Common wheat,train_256x256x3/Common wheat/427c3fabc.png,4,5,5,"(398, 398, 3)"
1361,1361,1677,Common wheat,train_256x256x3/Common wheat/9509c1ad7.png,4,8,5,"(165, 165, 3)"
1362,1362,1614,Common wheat,train_256x256x3/Common wheat/4929747f1.png,4,4,5,"(838, 838, 3)"
1363,1363,1660,Common wheat,train_256x256x3/Common wheat/80a57b11f.png,4,0,5,"(578, 578, 3)"
1364,1364,1572,Common wheat,train_256x256x3/Common wheat/158e0e65d.png,4,1,5,"(681, 681, 3)"
1365,1365,1749,Common wheat,train_256x256x3/Common wheat/dd79d08bb.png,4,8,5,"(197, 197, 3)"
1366,1366,1767,Common wheat,train_256x256x3/Common wheat/fc03ee09b.png,4,5,5,"(1432, 1432, 3)"
1367,1367,1657,Common wheat,train_256x256x3/Common wheat/7d6424a0c.png,4,1,5,"(581, 581, 3)"
1368,1368,1583,Common wheat,train_256x256x3/Common wheat/2163a30d4.png,4,1,5,"(115, 115, 3)"
1369,1369,1672,Common wheat,train_256x256x3/Common wheat/91f32c678.png,4,8,5,"(578, 578, 3)"
1370,1370,1637,Common wheat,train_256x256x3/Common wheat/6646c37a8.png,4,7,5,"(514, 514, 3)"
1371,1371,1643,Common wheat,train_256x256x3/Common wheat/6dfb9a152.png,4,0,5,"(524, 524, 3)"
1372,1372,1636,Common wheat,train_256x256x3/Common wheat/64761ee87.png,4,8,5,"(612, 612, 3)"
1373,1373,1569,Common wheat,train_256x256x3/Common wheat/143774101.png,4,0,5,"(194, 194, 3)"
1374,1374,1696,Common wheat,train_256x256x3/Common wheat/a413c7490.png,4,1,5,"(106, 106, 3)"
1375,1375,1758,Common wheat,train_256x256x3/Common wheat/ed7f60848.png,4,9,5,"(166, 166, 3)"
1376,1376,1753,Common wheat,train_256x256x3/Common wheat/e475abfde.png,4,9,5,"(64, 64, 3)"
1377,1377,1582,Common wheat,train_256x256x3/Common wheat/200457edd.png,4,3,5,"(1268, 1268, 3)"
1378,1378,1761,Common wheat,train_256x256x3/Common wheat/f08107bad.png,4,3,5,"(809, 809, 3)"
1379,1379,1710,Common wheat,train_256x256x3/Common wheat/ac8a31903.png,4,2,5,"(625, 625, 3)"
1380,1380,1726,Common wheat,train_256x256x3/Common wheat/c6a4e9525.png,4,5,5,"(458, 458, 3)"
1381,1381,1742,Common wheat,train_256x256x3/Common wheat/d174ffbad.png,4,5,5,"(105, 105, 3)"
1382,1382,1661,Common wheat,train_256x256x3/Common wheat/8211489bf.png,4,9,5,"(842, 842, 3)"
1383,1383,1712,Common wheat,train_256x256x3/Common wheat/b032c75ba.png,4,1,5,"(455, 455, 3)"
1384,1384,1597,Common wheat,train_256x256x3/Common wheat/3620378ef.png,4,1,5,"(188, 188, 3)"
1385,1385,1634,Common wheat,train_256x256x3/Common wheat/629176d9d.png,4,2,5,"(578, 578, 3)"
1386,1386,1599,Common wheat,train_256x256x3/Common wheat/39f8f1c54.png,4,8,5,"(413, 413, 3)"
1387,1387,1714,Common wheat,train_256x256x3/Common wheat/b2f6f2618.png,4,5,5,"(651, 651, 3)"
1388,1388,1577,Common wheat,train_256x256x3/Common wheat/1a5243aa7.png,4,3,5,"(107, 107, 3)"
1389,1389,1744,Common wheat,train_256x256x3/Common wheat/d21231f1d.png,4,3,5,"(156, 156, 3)"
1390,1390,1764,Common wheat,train_256x256x3/Common wheat/f48b02a74.png,4,2,5,"(443, 443, 3)"
1391,1391,1763,Common wheat,train_256x256x3/Common wheat/f3743e142.png,4,7,5,"(136, 136, 3)"
1392,1392,1693,Common wheat,train_256x256x3/Common wheat/a25f5ccb5.png,4,4,5,"(431, 431, 3)"
1393,1393,1762,Common wheat,train_256x256x3/Common wheat/f28fbdf77.png,4,8,5,"(1000, 1000, 3)"
1394,1394,1638,Common wheat,train_256x256x3/Common wheat/68c176337.png,4,9,5,"(122, 122, 3)"
1395,1395,1584,Common wheat,train_256x256x3/Common wheat/21f36bdf0.png,4,2,5,"(361, 361, 3)"
1396,1396,1557,Common wheat,train_256x256x3/Common wheat/0975602f4.png,4,2,5,"(113, 113, 3)"
1397,1397,1595,Common wheat,train_256x256x3/Common wheat/30c632d2a.png,4,0,5,"(966, 966, 3)"
1398,1398,1594,Common wheat,train_256x256x3/Common wheat/2f45d4b13.png,4,8,5,"(787, 788, 3)"
1399,1399,1635,Common wheat,train_256x256x3/Common wheat/6327092cc.png,4,1,5,"(120, 120, 3)"
1400,1400,1579,Common wheat,train_256x256x3/Common wheat/1a9a859c9.png,4,2,9,"(85, 85, 3)"
1401,1401,1704,Common wheat,train_256x256x3/Common wheat/a9bda6650.png,4,2,9,"(51, 51, 3)"
1402,1402,1576,Common wheat,train_256x256x3/Common wheat/18fe42109.png,4,5,9,"(893, 893, 3)"
1403,1403,1617,Common wheat,train_256x256x3/Common wheat/4a65b156c.png,4,2,9,"(187, 187, 3)"
1404,1404,1739,Common wheat,train_256x256x3/Common wheat/d0237f972.png,4,8,9,"(66, 66, 3)"
1405,1405,1581,Common wheat,train_256x256x3/Common wheat/1e3f2459f.png,4,7,9,"(562, 562, 3)"
1406,1406,1631,Common wheat,train_256x256x3/Common wheat/60f3aa0df.png,4,7,9,"(672, 672, 3)"
1407,1407,1563,Common wheat,train_256x256x3/Common wheat/108bf8703.png,4,7,9,"(530, 530, 3)"
1408,1408,1620,Common wheat,train_256x256x3/Common wheat/5089de64b.png,4,3,9,"(626, 626, 3)"
1409,1409,1747,Common wheat,train_256x256x3/Common wheat/d9e0c6708.png,4,3,9,"(73, 73, 3)"
1410,1410,1627,Common wheat,train_256x256x3/Common wheat/597d0557e.png,4,5,9,"(181, 181, 3)"
1411,1411,1687,Common wheat,train_256x256x3/Common wheat/9dde1db08.png,4,9,9,"(684, 684, 3)"
1412,1412,1629,Common wheat,train_256x256x3/Common wheat/5bc3608c2.png,4,6,9,"(856, 856, 3)"
1413,1413,1602,Common wheat,train_256x256x3/Common wheat/3bd84db2c.png,4,1,9,"(692, 692, 3)"
1414,1414,1558,Common wheat,train_256x256x3/Common wheat/0a4a26651.png,4,3,9,"(518, 518, 3)"
1415,1415,1585,Common wheat,train_256x256x3/Common wheat/22893299b.png,4,5,9,"(597, 597, 3)"
1416,1416,1717,Common wheat,train_256x256x3/Common wheat/b398cfd9b.png,4,3,9,"(95, 95, 3)"
1417,1417,1669,Common wheat,train_256x256x3/Common wheat/8d2bb104d.png,4,7,9,"(439, 439, 3)"
1418,1418,1671,Common wheat,train_256x256x3/Common wheat/9026da493.png,4,6,9,"(360, 360, 3)"
1419,1419,1697,Common wheat,train_256x256x3/Common wheat/a53419433.png,4,6,9,"(456, 456, 3)"
1420,1420,1622,Common wheat,train_256x256x3/Common wheat/5386db683.png,4,9,9,"(136, 136, 3)"
1421,1421,1586,Common wheat,train_256x256x3/Common wheat/22ad759f1.png,4,8,9,"(600, 600, 3)"
1422,1422,1663,Common wheat,train_256x256x3/Common wheat/835da3f0f.png,4,2,9,"(700, 700, 3)"
1423,1423,1675,Common wheat,train_256x256x3/Common wheat/94cb20fd9.png,4,8,9,"(174, 174, 3)"
1424,1424,1752,Common wheat,train_256x256x3/Common wheat/e244e2544.png,4,5,9,"(910, 910, 3)"
1425,1425,1562,Common wheat,train_256x256x3/Common wheat/106bfb13a.png,4,8,9,"(614, 614, 3)"
1426,1426,1587,Common wheat,train_256x256x3/Common wheat/23c21923f.png,4,2,9,"(75, 75, 3)"
1427,1427,1618,Common wheat,train_256x256x3/Common wheat/4fddf78f3.png,4,2,9,"(147, 147, 3)"
1428,1428,1759,Common wheat,train_256x256x3/Common wheat/ee3810dd9.png,4,9,9,"(595, 595, 3)"
1429,1429,1559,Common wheat,train_256x256x3/Common wheat/0df5ee8a2.png,4,2,9,"(453, 453, 3)"
1430,1430,1573,Common wheat,train_256x256x3/Common wheat/166de2ae2.png,4,3,9,"(624, 624, 3)"
1431,1431,1708,Common wheat,train_256x256x3/Common wheat/ab8a5145f.png,4,4,9,"(124, 124, 3)"
1432,1432,1632,Common wheat,train_256x256x3/Common wheat/62368871d.png,4,6,9,"(461, 461, 3)"
1433,1433,1651,Common wheat,train_256x256x3/Common wheat/77292d8e9.png,4,4,9,"(575, 575, 3)"
1434,1434,1745,Common wheat,train_256x256x3/Common wheat/d42042a90.png,4,5,9,"(167, 167, 3)"
1435,1435,1610,Common wheat,train_256x256x3/Common wheat/44c6a7f4c.png,4,0,9,"(538, 538, 3)"
1436,1436,1681,Common wheat,train_256x256x3/Common wheat/990636602.png,4,3,9,"(123, 123, 3)"
1437,1437,1746,Common wheat,train_256x256x3/Common wheat/d95c8b624.png,4,8,9,"(481, 481, 3)"
1438,1438,1619,Common wheat,train_256x256x3/Common wheat/4fe8caddb.png,4,5,9,"(106, 106, 3)"
1439,1439,1575,Common wheat,train_256x256x3/Common wheat/188bdc00d.png,4,0,9,"(897, 897, 3)"
1440,1440,1623,Common wheat,train_256x256x3/Common wheat/554ec08a6.png,4,6,9,"(778, 778, 3)"
1441,1441,1567,Common wheat,train_256x256x3/Common wheat/136134853.png,4,7,9,"(676, 676, 3)"
1442,1442,1645,Common wheat,train_256x256x3/Common wheat/6e083d6ff.png,4,0,9,"(181, 181, 3)"
1443,1443,1616,Common wheat,train_256x256x3/Common wheat/4a56f32c6.png,4,5,9,"(396, 396, 3)"
1444,1444,1678,Common wheat,train_256x256x3/Common wheat/96183ee02.png,4,3,9,"(527, 527, 3)"
1445,1445,1601,Common wheat,train_256x256x3/Common wheat/3bb7f71ae.png,4,7,9,"(115, 115, 3)"
1446,1446,1612,Common wheat,train_256x256x3/Common wheat/4836fe8a1.png,4,1,9,"(780, 780, 3)"
1447,1447,1591,Common wheat,train_256x256x3/Common wheat/2d59da822.png,4,5,9,"(87, 87, 3)"
1448,1448,1565,Common wheat,train_256x256x3/Common wheat/126c8b947.png,4,8,9,"(496, 496, 3)"
1449,1449,1716,Common wheat,train_256x256x3/Common wheat/b3817bd71.png,4,7,9,"(76, 76, 3)"
1450,1450,1613,Common wheat,train_256x256x3/Common wheat/48d7b23ca.png,4,6,9,"(156, 156, 3)"
1451,1451,1676,Common wheat,train_256x256x3/Common wheat/94cf3c22d.png,4,3,9,"(845, 845, 3)"
1452,1452,1689,Common wheat,train_256x256x3/Common wheat/9efa077b7.png,4,4,9,"(108, 108, 3)"
1453,1453,1756,Common wheat,train_256x256x3/Common wheat/ebdd5e41a.png,4,0,9,"(73, 73, 3)"
1454,1454,1734,Common wheat,train_256x256x3/Common wheat/cac003231.png,4,4,9,"(601, 601, 3)"
1455,1455,1728,Common wheat,train_256x256x3/Common wheat/c8af8bb05.png,4,2,9,"(947, 947, 3)"
1456,1456,1705,Common wheat,train_256x256x3/Common wheat/aa7edaf4c.png,4,6,9,"(638, 638, 3)"
1457,1457,1605,Common wheat,train_256x256x3/Common wheat/4003af513.png,4,7,9,"(133, 133, 3)"
1458,1458,1564,Common wheat,train_256x256x3/Common wheat/11b88da7c.png,4,2,9,"(123, 123, 3)"
1459,1459,1751,Common wheat,train_256x256x3/Common wheat/df584ca28.png,4,6,9,"(556, 556, 3)"
1460,1460,1733,Common wheat,train_256x256x3/Common wheat/ca6c95ade.png,4,7,9,"(60, 60, 3)"
1461,1461,1552,Common wheat,train_256x256x3/Common wheat/01a2ae45e.png,4,5,9,"(82, 82, 3)"
1462,1462,1630,Common wheat,train_256x256x3/Common wheat/602b2a010.png,4,4,9,"(690, 690, 3)"
1463,1463,1574,Common wheat,train_256x256x3/Common wheat/17c9616c8.png,4,8,9,"(667, 667, 3)"
1464,1464,1554,Common wheat,train_256x256x3/Common wheat/04468fad4.png,4,9,9,"(555, 555, 3)"
1465,1465,1642,Common wheat,train_256x256x3/Common wheat/6d428b06d.png,4,7,9,"(354, 354, 3)"
